method,m,pi0,effect_size,alpha,rep,FDR,Power
Bonferroni,64,0.5,0.5,0.05,367,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,367,0.0,0.03125
BH,64,0.5,0.5,0.05,368,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,368,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,368,0.0,0.03125
BH,64,0.5,0.5,0.05,369,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,369,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,369,0.0,0.0625
BH,64,0.5,0.5,0.05,370,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,370,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,370,0.8,0.03125
BH,64,0.5,0.5,0.05,371,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,371,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,371,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,372,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,372,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,372,0.5,0.03125
BH,64,0.5,0.5,0.05,373,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,373,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,373,0.4,0.09375
BH,64,0.5,0.5,0.05,374,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,374,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,374,0.25,0.09375
BH,64,0.5,0.5,0.05,375,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,375,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,375,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,376,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,376,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,376,0.25,0.09375
BH,64,0.5,0.5,0.05,377,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,377,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,377,0.2,0.125
BH,64,0.5,0.5,0.05,378,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,378,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,378,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,379,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,379,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,379,0.0,0.0625
BH,64,0.5,0.5,0.05,380,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,380,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,380,0.6,0.0625
BH,64,0.5,0.5,0.05,381,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,381,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,381,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,382,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,382,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,382,0.0,0.0
BH,64,0.5,0.5,0.05,383,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,383,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,383,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,384,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,384,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,384,0.5,0.0625
BH,64,0.5,0.5,0.05,385,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,385,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,385,1.0,0.0
BH,64,0.5,0.5,0.05,386,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,386,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,386,0.7142857142857143,0.0625
BH,64,0.5,0.5,0.05,387,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,387,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,387,0.25,0.09375
BH,64,0.5,0.5,0.05,388,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,388,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,388,0.4,0.09375
BH,64,0.5,0.5,0.05,389,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,389,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,389,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,390,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,390,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,390,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,391,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,391,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,391,0.25,0.09375
BH,64,0.5,0.5,0.05,392,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,392,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,392,1.0,0.0
BH,64,0.5,0.5,0.05,393,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,393,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,393,0.0,0.03125
BH,64,0.5,0.5,0.05,394,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,394,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,394,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,395,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,395,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,395,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,396,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,396,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,396,0.5,0.0625
BH,64,0.5,0.5,0.05,397,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,397,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,397,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,398,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,398,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,398,0.0,0.0625
BH,64,0.5,0.5,0.05,399,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,399,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,399,0.0,0.0625
BH,64,0.5,0.5,0.05,400,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,400,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,400,0.5,0.09375
BH,64,0.5,0.5,0.05,401,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,401,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,401,0.6,0.0625
BH,64,0.5,0.5,0.05,402,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,402,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,402,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,403,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,403,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,403,0.4,0.09375
BH,64,0.5,0.5,0.05,404,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,404,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,404,0.4,0.09375
BH,64,0.5,0.5,0.05,405,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,405,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,405,0.6,0.0625
BH,64,0.5,0.5,0.05,406,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,406,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,406,0.4,0.09375
BH,64,0.5,0.5,0.05,407,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,407,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,407,0.4,0.09375
BH,64,0.5,0.5,0.05,408,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,408,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,408,0.2,0.125
BH,64,0.5,0.5,0.05,409,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,409,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,409,0.375,0.15625
BH,64,0.5,0.5,0.05,410,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,410,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,410,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,411,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,411,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,411,0.0,0.03125
BH,64,0.5,0.5,0.05,412,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,412,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,412,0.2,0.125
BH,64,0.5,0.5,0.05,413,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,413,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,413,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,414,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,414,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,414,0.5,0.03125
BH,64,0.5,0.5,0.05,415,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,415,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,415,0.25,0.09375
BH,64,0.5,0.5,0.05,416,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,416,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,416,0.0,0.0625
BH,64,0.5,0.5,0.05,417,0.0,0.09375
Bonferroni,64,0.5,0.5,0.05,417,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,417,0.25,0.1875
BH,64,0.5,0.5,0.05,418,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,418,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,418,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,419,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,419,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,419,0.0,0.0625
BH,64,0.5,0.5,0.05,420,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,420,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,420,0.5,0.09375
BH,64,0.5,0.5,0.05,421,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,421,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,421,0.2,0.125
BH,64,0.5,0.5,0.05,422,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,422,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,422,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,423,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,423,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,423,0.5,0.03125
BH,64,0.5,0.5,0.05,424,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,424,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,424,0.5,0.03125
BH,64,0.5,0.5,0.05,425,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,425,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,425,0.5,0.03125
BH,64,0.5,0.5,0.05,426,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,426,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,426,1.0,0.0
BH,64,0.5,0.5,0.05,427,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,427,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,427,1.0,0.0
BH,64,0.5,0.5,0.05,428,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,428,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,428,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,429,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,429,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,429,0.0,0.03125
BH,64,0.5,0.5,0.05,430,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,430,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,430,0.5,0.09375
BH,64,0.5,0.5,0.05,431,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,431,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,431,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,432,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,432,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,432,0.0,0.03125
BH,64,0.5,0.5,0.05,433,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,433,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,433,0.5,0.0625
BH,64,0.5,0.5,0.05,434,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,434,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,434,0.75,0.03125
BH,64,0.5,0.5,0.05,435,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,435,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,435,0.75,0.03125
BH,64,0.5,0.5,0.05,436,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,436,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,436,0.6,0.0625
BH,64,0.5,0.5,0.05,437,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,437,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,437,0.6666666666666666,0.0625
BH,64,0.5,0.5,0.05,438,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,438,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,438,0.0,0.0625
BH,64,0.5,0.5,0.05,439,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,439,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,439,0.5,0.0625
BH,64,0.5,0.5,0.05,440,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,440,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,440,0.5,0.0625
BH,64,0.5,0.5,0.05,441,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,441,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,441,0.75,0.03125
BH,64,0.5,0.5,0.05,442,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,442,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,442,0.625,0.09375
BH,64,0.5,0.5,0.05,443,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,443,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,443,0.5,0.03125
BH,64,0.5,0.5,0.05,444,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,444,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,444,0.5,0.0625
BH,64,0.5,0.5,0.05,445,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,445,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,445,1.0,0.0
BH,64,0.5,0.5,0.05,446,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,446,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,446,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,447,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,447,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,447,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,448,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,448,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,448,0.2,0.125
BH,64,0.5,0.5,0.05,449,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,449,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,449,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,450,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,450,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,450,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,451,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,451,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,451,0.0,0.09375
BH,64,0.5,0.5,0.05,452,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,452,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,452,0.25,0.09375
BH,64,0.5,0.5,0.05,453,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,453,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,453,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,454,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,454,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,454,1.0,0.0
BH,64,0.5,0.5,0.05,455,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,455,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,455,0.5,0.0625
BH,64,0.5,0.5,0.05,456,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,456,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,456,0.4,0.09375
BH,64,0.5,0.5,0.05,457,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,457,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,457,0.5,0.03125
BH,64,0.5,0.5,0.05,458,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,458,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,458,0.25,0.09375
BH,64,0.5,0.5,0.05,459,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,459,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,459,0.0,0.09375
BH,64,0.5,0.5,0.05,460,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,460,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,460,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,461,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,461,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,461,0.5,0.0625
BH,64,0.5,0.5,0.05,462,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,462,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,462,0.5,0.0625
BH,64,0.5,0.5,0.05,463,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,463,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,463,0.75,0.03125
BH,64,0.5,0.5,0.05,464,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,464,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,464,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,465,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,465,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,465,0.14285714285714285,0.1875
BH,64,0.5,0.5,0.05,466,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,466,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,466,0.25,0.09375
BH,64,0.5,0.5,0.05,467,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,467,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,467,0.4,0.09375
BH,64,0.5,0.5,0.05,468,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,468,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,468,0.5,0.03125
BH,64,0.5,0.5,0.05,469,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,469,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,469,0.5714285714285714,0.09375
BH,64,0.5,0.5,0.05,470,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,470,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,470,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,471,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,471,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,471,0.75,0.03125
BH,64,0.5,0.5,0.05,472,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,472,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,472,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,473,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,473,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,473,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,474,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,474,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,474,0.5,0.03125
BH,64,0.5,0.5,0.05,475,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,475,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,475,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,476,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,476,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,476,0.0,0.125
BH,64,0.5,0.5,0.05,477,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,477,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,477,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,478,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,478,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,478,0.0,0.09375
BH,64,0.5,0.5,0.05,479,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,479,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,479,0.6,0.0625
BH,64,0.5,0.5,0.05,480,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,480,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,480,0.75,0.03125
BH,64,0.5,0.5,0.05,481,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,481,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,481,0.8333333333333334,0.03125
BH,64,0.5,0.5,0.05,482,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,482,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,482,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,483,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,483,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,483,0.4,0.09375
BH,64,0.5,0.5,0.05,484,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,484,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,484,0.0,0.0625
BH,64,0.5,0.5,0.05,485,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,485,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,485,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,486,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,486,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,486,0.0,0.0625
BH,64,0.5,0.5,0.05,487,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,487,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,487,0.0,0.09375
BH,64,0.5,0.5,0.05,488,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,488,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,488,0.5714285714285714,0.09375
BH,64,0.5,0.5,0.05,489,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,489,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,489,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,490,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,490,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,490,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,491,1.0,0.0
Bonferroni,64,0.5,0.5,0.05,491,1.0,0.0
Uncorrected,64,0.5,0.5,0.05,491,1.0,0.0
BH,64,0.5,0.5,0.05,492,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,492,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,492,0.4,0.09375
BH,64,0.5,0.5,0.05,493,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,493,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,493,0.8,0.03125
BH,64,0.5,0.5,0.05,494,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,494,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,494,0.0,0.03125
BH,64,0.5,0.5,0.05,495,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,495,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,495,0.6,0.0625
BH,64,0.5,0.5,0.05,496,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,496,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,496,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,497,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,497,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,497,1.0,0.0
BH,64,0.5,0.5,0.05,498,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,498,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,498,0.3333333333333333,0.0625
BH,64,0.5,0.5,0.05,499,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,499,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,499,0.6,0.0625
BH,64,0.5,0.5,0.05,500,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,500,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,500,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,501,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,501,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,501,0.5,0.125
BH,64,0.5,0.5,0.05,502,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,502,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,502,0.0,0.0625
BH,64,0.5,0.5,0.05,503,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,503,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,503,0.6666666666666666,0.03125
BH,64,0.5,0.5,0.05,504,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,504,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,504,0.42857142857142855,0.125
BH,64,0.5,0.5,0.05,505,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,505,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,505,0.5,0.0625
BH,64,0.5,0.5,0.05,506,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,506,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,506,0.2857142857142857,0.15625
BH,64,0.5,0.5,0.05,507,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,507,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,507,0.5,0.03125
BH,64,0.5,0.5,0.05,508,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,508,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,508,0.5,0.03125
BH,64,0.5,0.5,0.05,509,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,509,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,509,0.16666666666666666,0.15625
BH,64,0.5,0.5,0.05,510,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,510,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,510,0.3333333333333333,0.125
BH,64,0.5,0.5,0.05,511,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,511,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,511,0.0,0.0
BH,64,0.5,0.5,0.05,512,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,512,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,512,0.5,0.0625
BH,64,0.5,0.5,0.05,513,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,513,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,513,0.75,0.03125
BH,64,0.5,0.5,0.05,514,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,514,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,514,0.6,0.0625
BH,64,0.5,0.5,0.05,515,0.0,0.03125
Bonferroni,64,0.5,0.5,0.05,515,0.0,0.03125
Uncorrected,64,0.5,0.5,0.05,515,0.25,0.09375
BH,64,0.5,0.5,0.05,516,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,516,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,516,0.0,0.0
BH,64,0.5,0.5,0.05,517,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,517,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,517,0.5,0.03125
BH,64,0.5,0.5,0.05,518,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,518,0.0,0.0
Uncorrected,64,0.5,0.5,0.05,518,0.0,0.125
BH,64,0.5,0.5,0.05,519,0.0,0.0
Bonferroni,64,0.5,0.5,0.05,519,0.0,0.0
