m,pi0,effect_size,alpha,fdr,tpr,r
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.07692307692307693,0.6,13
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.15384615384615385,0.55,13
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.2,0.2,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.2,0.4,10
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.16666666666666666,0.5,12
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.18181818181818182,0.45,11
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.2,0.4,10
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.18181818181818182,0.45,11
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.7,14
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.25,0.15,4
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.0,0.05,1
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.2,0.4,10
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,1.0,0.0,1
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.23076923076923078,0.5,13
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.15384615384615385,0.55,13
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.13333333333333333,0.65,15
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.15384615384615385,0.55,13
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.25,0.3,8
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.2727272727272727,0.4,11
100,0.8,2.5,0.05,0.07692307692307693,0.6,13
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.05555555555555555,0.85,18
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.14285714285714285,0.6,14
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.07692307692307693,0.6,13
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.65,13
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.05,1
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.0,0.15,3
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.25,0.15,4
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.65,13
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.125,0.35,8
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.18181818181818182,0.45,11
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.25,0.15,4
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.16666666666666666,0.5,12
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.65,13
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.6,12
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.05,1
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.0,0.05,1
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.0,0
100,0.8,2.5,0.05,0.14285714285714285,0.3,7
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.09090909090909091,0.5,11
100,0.8,2.5,0.05,0.1111111111111111,0.4,9
100,0.8,2.5,0.05,0.0,0.05,1
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.0,0
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.15384615384615385,0.55,13
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.0,0.4,8
100,0.8,2.5,0.05,0.16666666666666666,0.5,12
100,0.8,2.5,0.05,0.2222222222222222,0.35,9
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.7,14
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.25,5
100,0.8,2.5,0.05,0.0,0.35,7
100,0.8,2.5,0.05,0.1,0.45,10
100,0.8,2.5,0.05,0.0,0.45,9
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.16666666666666666,0.25,6
100,0.8,2.5,0.05,0.0,0.1,2
100,0.8,2.5,0.05,0.25,0.15,4
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.08333333333333333,0.55,12
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.55,11
100,0.8,2.5,0.05,0.0,0.3,6
100,0.8,2.5,0.05,0.0,0.2,4
100,0.8,2.5,0.05,0.0,0.5,10
100,0.8,2.5,0.05,0.125,0.35,8
500,0.8,2.5,0.05,0.07547169811320754,0.49,53
500,0.8,2.5,0.05,0.06382978723404255,0.44,47
500,0.8,2.5,0.05,0.02631578947368421,0.37,38
500,0.8,2.5,0.05,0.058823529411764705,0.32,34
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.024390243902439025,0.4,41
500,0.8,2.5,0.05,0.11363636363636363,0.39,44
500,0.8,2.5,0.05,0.06666666666666667,0.42,45
500,0.8,2.5,0.05,0.037037037037037035,0.26,27
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.07317073170731707,0.38,41
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.0,0.24,24
500,0.8,2.5,0.05,0.05128205128205128,0.37,39
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.029411764705882353,0.33,34
500,0.8,2.5,0.05,0.04878048780487805,0.39,41
500,0.8,2.5,0.05,0.0,0.27,27
500,0.8,2.5,0.05,0.030303030303030304,0.32,33
500,0.8,2.5,0.05,0.0,0.38,38
500,0.8,2.5,0.05,0.02702702702702703,0.36,37
500,0.8,2.5,0.05,0.023809523809523808,0.41,42
500,0.8,2.5,0.05,0.04081632653061224,0.47,49
500,0.8,2.5,0.05,0.075,0.37,40
500,0.8,2.5,0.05,0.0,0.35,35
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.0196078431372549,0.5,51
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.03225806451612903,0.3,31
500,0.8,2.5,0.05,0.04878048780487805,0.39,41
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.05263157894736842,0.36,38
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.0,0.29,29
500,0.8,2.5,0.05,0.06060606060606061,0.31,33
500,0.8,2.5,0.05,0.05405405405405406,0.35,37
500,0.8,2.5,0.05,0.027777777777777776,0.35,36
500,0.8,2.5,0.05,0.03571428571428571,0.27,28
500,0.8,2.5,0.05,0.07317073170731707,0.38,41
500,0.8,2.5,0.05,0.04,0.24,25
500,0.8,2.5,0.05,0.045454545454545456,0.21,22
500,0.8,2.5,0.05,0.0,0.37,37
500,0.8,2.5,0.05,0.025,0.39,40
500,0.8,2.5,0.05,0.08571428571428572,0.32,35
500,0.8,2.5,0.05,0.0,0.32,32
500,0.8,2.5,0.05,0.0967741935483871,0.28,31
500,0.8,2.5,0.05,0.05,0.38,40
500,0.8,2.5,0.05,0.02127659574468085,0.46,47
500,0.8,2.5,0.05,0.09375,0.29,32
500,0.8,2.5,0.05,0.16,0.21,25
500,0.8,2.5,0.05,0.05714285714285714,0.33,35
500,0.8,2.5,0.05,0.17777777777777778,0.37,45
500,0.8,2.5,0.05,0.0,0.33,33
